,s,eta_consumer,C0-P0_estimated_cost,C0-P0_risk_group,C0-P0_price,C0-P0_coverage,C0-P0_ce_outside,ce_no_insurance,C0-P0_welfare,C0-PA_estimated_cost,C0-PA_risk_group,C0-PA_price,C0-PA_coverage,C0-PA_ce_outside,C0-PA_welfare,C0-POB_estimated_cost,C0-POB_risk_group,C0-POB_price,C0-POB_coverage,C0-POB_ce_outside,C0-POB_welfare,C0-PDP_estimated_cost,C0-PDP_risk_group,C0-PDP_price,C0-PDP_coverage,C0-PDP_ce_outside,C0-PDP_welfare,C0-PAF_estimated_cost,C0-PAF_risk_group,C0-PAF_price,C0-PAF_coverage,C0-PAF_ce_outside,C0-PAF_welfare
13611,0,182.71405489139462,1537.4426,0,1689.7028,0.7533965,-39843.74,-39661.094,-39812.164,1510.7102,0,1008.7434,1.0,-39843.74,-39120.875,1560.7225,0,1669.3599,0.8399833,-39843.74,-39791.46,1559.2162,0,1605.3206,0.9664835,-39843.74,-39721.68,1539.0531,0,1510.5792,0.99720335,-39843.74,-39623.324
13619,0,191.93460526045737,138.43542,2,287.7598,0.7393657,-38440.45,-38248.52,-38410.46,124.2308,2,271.84183,0.8102445,-38440.45,-38394.688,130.49522,2,301.7018,0.6647206,-38440.45,-38422.754,140.28714,2,274.61557,0.79906136,-38440.45,-38397.535,130.77325,2,281.17642,0.77063257,-38440.45,-38404.113
13626,1,212.4970621465956,369.61682,0,558.80383,0.79582226,-37503.496,-37291.016,-37461.71,372.29904,0,561.44183,0.78451693,-37503.496,-37464.367,377.01474,0,537.43665,0.87139994,-37503.496,-37439.117,379.6892,0,585.4433,0.6616443,-37503.496,-37486.375,376.94128,0,600.22504,0.57141256,-37503.496,-37497.16
13627,0,289.0013643669582,41.657703,3,269.48837,0.82886994,-47073.625,-46784.625,-47022.67,37.71692,3,182.38387,0.97832525,-47073.625,-46928.273,36.14344,3,211.47769,0.95540893,-47073.625,-46959.473,45.055084,3,257.5151,0.8681481,-47073.625,-47009.867,40.75525,3,265.51523,0.84284186,-47073.625,-47018.465
13638,0,211.92857362073167,111.873314,2,282.44955,0.771607,-43581.688,-43369.766,-43545.117,112.12495,2,300.74463,0.678682,-43581.688,-43561.934,118.984215,2,290.69437,0.73221177,-43581.688,-43553.016,110.96926,2,269.0607,0.8265033,-43581.688,-43531.445,111.34224,2,277.80557,0.79193187,-43581.688,-43540.47
13639,0,193.81325443057213,221.08185,1,381.94202,0.758712,-37575.492,-37381.69,-37541.773,219.6835,1,378.11685,0.77629435,-37575.492,-37538.023,228.14914,1,395.0836,0.6914636,-37575.492,-37553.85,215.5132,1,367.25797,0.8210898,-37575.492,-37526.953,225.70174,1,381.18094,0.7622606,-37575.492,-37541.04
13656,1,188.8150061080521,136.26299,2,289.28964,0.7460041,-32886.7,-32697.89,-32855.48,135.77112,2,254.37514,0.87817883,-32886.7,-32819.285,141.50204,2,312.2271,0.6194121,-32886.7,-32874.984,142.92479,2,319.38464,0.5751215,-32886.7,-32879.938,138.33128,2,297.0033,0.7066256,-32886.7,-32862.574
13660,0,166.66867732953696,1127.0981,0,1292.4686,0.77061117,-39798.938,-39632.336,-39763.53,1157.5436,0,879.757,0.99999404,-39798.938,-39340.293,1154.6154,0,1281.0189,0.8195506,-39798.938,-39751.91,1131.419,0,1266.1543,0.8704666,-39798.938,-39736.043,1108.9104,0,1167.2737,0.98908174,-39798.938,-39629.67
13668,0,184.03431376533325,170.5196,2,325.856,0.74965197,-39418.266,-39234.234,-39386.305,178.25464,1,611.19714,0.0018941017,-39418.266,-39418.723,170.29552,2,339.76093,0.6768108,-39418.266,-39398.824,176.76607,1,313.8282,0.8031439,-39418.266,-39374.363,169.15648,2,320.85596,0.77299887,-39418.266,-39381.445
13675,0,264.6206460671101,142.95296,2,346.64914,0.80886745,-48521.246,-48256.633,-48475.84,143.34805,2,324.3348,0.88245016,-48521.246,-48452.016,139.05829,2,309.89026,0.91579604,-48521.246,-48436.176,138.63356,2,333.04034,0.85719454,-48521.246,-48461.46,138.50784,2,341.4535,0.8286661,-48521.246,-48470.42
13681,0,200.15790374680395,176.96864,1,329.4513,0.7449426,-40330.11,-40129.957,-40299.07,174.30827,1,476.64444,0.061820153,-40330.11,-40336.633,173.7487,2,343.06305,0.6730089,-40330.11,-40311.227,181.2913,1,316.91428,0.80124205,-40330.11,-40286.684,176.89331,1,327.53317,0.7542145,-40330.11,-40297.234
13687,0,178.04566525711996,601.0436,0,769.1791,0.7713427,-39276.438,-39098.418,-39240.402,618.9995,0,703.3653,0.94913566,-39276.438,-39169.63,599.72095,0,750.39996,0.8460938,-39276.438,-39221.016,607.4077,0,756.7412,0.8233752,-39276.438,-39227.734,615.4218,0,710.96967,0.93871653,-39276.438,-39177.938
13697,0,180.04530372167707,518.5295,0,668.3006,0.7432008,-34847.91,-34667.895,-34817.555,520.34357,0,871.444,0.014281156,-34847.91,-34850.227,528.1885,0,681.9969,0.6696326,-34847.91,-34829.73,528.86346,0,656.83966,0.7958673,-34847.91,-34806.277,534.4829,0,621.2416,0.9076679,-34847.91,-34768.12
13701,0,202.16651354383743,73.337204,3,237.23529,0.7621053,-41962.66,-41760.496,-41928.086,79.70837,3,228.29282,0.80116147,-41962.66,-41919.15,77.37277,3,250.90335,0.692874,-41962.66,-41940.7,82.58997,3,226.07227,0.81007385,-41962.66,-41916.867,82.929115,3,235.34242,0.7707859,-41962.66,-41926.234
13711,0,178.2343041202336,224.84807,1,360.61566,0.7137698,-40211.027,-40032.797,-40185.69,208.62465,1,458.22894,0.16781634,-40211.027,-40221.453,219.68494,1,386.9897,0.5584401,-40211.027,-40205.934,210.91678,1,343.03885,0.79673284,-40211.027,-40168.742,242.07901,1,363.61838,0.6976974,-40211.027,-40188.363
13715,1,178.49015609870293,65.53248,3,209.85184,0.73003685,-32686.762,-32508.275,-32658.482,55.29739,3,217.22804,0.6911459,-32686.762,-32665.086,68.646675,3,242.55899,0.5386419,-32686.762,-32683.516,63.01588,3,237.95296,0.56789273,-32686.762,-32680.72,59.88616,3,214.80768,0.7042519,-32686.762,-32662.973
13724,1,173.16632339927526,612.7177,0,762.1996,0.7446596,-28616.664,-28443.545,-28586.266,620.84576,0,718.3101,0.90196,-28616.664,-28540.262,620.8041,0,770.5608,0.7007893,-28616.664,-28593.918,620.6064,0,792.3936,0.5692078,-28616.664,-28610.617,625.0096,0,805.4884,0.48375416,-28616.664,-28617.86
13727,0,178.90569254824408,393.6962,0,545.7732,0.7454248,-43091.223,-42912.332,-43060.23,397.28015,0,582.00323,0.5345086,-43091.223,-43088.363,415.40088,0,574.1435,0.58449495,-43091.223,-43083.508,408.48175,0,535.5526,0.792208,-43091.223,-43050.19,409.79135,0,510.42188,0.8794222,-43091.223,-43023.574
13738,1,224.19799662010035,20.516485,3,198.34766,0.78066194,-37611.992,-37387.797,-37573.36,19.990257,3,97.74686,0.9790642,-37611.992,-37465.05,21.18686,3,197.17543,0.7857629,-37611.992,-37572.184,16.03743,3,222.23016,0.65858835,-37611.992,-37595.133,20.24128,3,204.29109,0.75344646,-37611.992,-37579.188
13739,0,254.01618943535695,300.3504,1,503.64062,0.80910105,-49029.707,-48775.695,-48984.38,298.30127,1,486.8623,0.8671797,-49029.707,-48966.586,300.02997,1,463.81976,0.92199767,-49029.707,-48941.344,297.88574,1,490.19052,0.857005,-49029.707,-48970.17,306.86688,1,503.11484,0.81116015,-49029.707,-48983.848
13742,0,169.16305745017297,723.953,0,864.5575,0.7279396,-35302.914,-35133.8,-35275.523,740.3882,0,741.6713,0.9851004,-35302.914,-35144.78,738.6074,0,883.2105,0.62165886,-35302.914,-35291.113,730.5411,0,851.556,0.7898454,-35302.914,-35262.93,730.6418,0,794.97046,0.9427637,-35302.914,-35201.836
13759,1,163.6519790716617,297.7133,1,412.85626,0.6638697,-31773.91,-31610.277,-31756.43,269.7737,1,726.13495,0.000578982,-31773.91,-31774.076,275.389,1,440.25684,0.49310228,-31773.91,-31774.436,262.98007,1,745.54083,0.0003489554,-31773.91,-31774.02,275.72836,1,410.97366,0.674648,-31773.91,-31754.875
13764,0,163.61530065539145,985.6393,0,1119.858,0.71639884,-38259.523,-38095.965,-38234.266,996.1082,0,1155.7736,0.49572048,-38259.523,-38259.844,982.18494,0,1116.132,0.73589784,-38259.523,-38230.832,998.77234,0,1104.5491,0.79061115,-38259.523,-38219.55,992.62244,0,1017.98267,0.97339106,-38259.523,-38126.043
13770,1,211.49675920163807,53.179733,3,218.94254,0.76488,-36092.21,-35880.72,-36057.07,49.94588,3,193.1345,0.86313426,-36092.21,-36030.277,48.826897,3,223.60628,0.7426735,-36092.21,-36061.55,54.162777,3,245.4517,0.62226677,-36092.21,-36080.117,51.303596,3,224.6399,0.73757714,-36092.21,-36062.527
13777,0,191.83406224036722,258.18613,1,399.45947,0.7251217,-41273.85,-41082.027,-41246.547,233.05905,1,540.3334,0.06513457,-41273.85,-41280.574,248.5376,1,414.58008,0.64118636,-41273.85,-41259.406,252.00903,1,383.99606,0.79706883,-41273.85,-41231.516,256.49435,1,397.05002,0.73731077,-41273.85,-41244.316
13779,0,186.29375187881976,225.68997,1,383.0254,0.75345516,-35585.676,-35399.39,-35553.047,245.24863,1,487.51538,0.17074363,-35585.676,-35596.12,230.32921,1,397.16827,0.6797227,-35585.676,-35565.85,246.4445,1,374.51736,0.7919152,-35585.676,-35544.637,229.65862,1,382.11856,0.7577697,-35585.676,-35552.17
13780,0,168.05494438801367,280.56277,1,420.7399,0.72349095,-36208.02,-36039.98,-36181.062,274.208,1,476.12357,0.38502073,-36208.02,-36215.0,286.39005,1,450.7766,0.5464786,-36208.02,-36204.07,280.7051,1,406.82904,0.78929156,-36208.02,-36167.63,274.95663,1,417.28152,0.74098074,-36208.02,-36177.848
13792,0,179.19219233660797,263.00732,1,404.82025,0.72611654,-42946.543,-42767.36,-42919.055,272.23892,1,379.02896,0.83735025,-42946.543,-42893.254,274.66968,1,439.56897,0.51999694,-42946.543,-42944.93,282.7949,1,396.14435,0.76821464,-42946.543,-42910.8,275.03006,1,406.163,0.7191839,-42946.543,-42920.285
13793,0,170.69138387228395,1461.8605,0,1644.5254,0.793561,-42859.188,-42688.562,-42818.92,1498.3502,0,1525.0814,0.98911655,-42859.188,-42690.86,1471.0165,0,1583.5782,0.95079696,-42859.188,-42753.008,1484.8722,0,1568.5352,0.96641606,-42859.188,-42736.727,1464.8271,0,1471.5459,0.99733365,-42859.188,-42636.08
13800,0,267.748580913253,55.81338,3,267.86737,0.8160912,-48771.574,-48503.824,-48724.18,60.345966,3,200.0892,0.96183693,-48771.574,-48650.516,51.000587,3,225.68488,0.9289929,-48771.574,-48678.434,58.972023,3,255.75047,0.85825044,-48771.574,-48711.33,54.05161,3,263.67728,0.83168584,-48771.574,-48719.785
13801,0,261.39457010439907,392.9513,0,611.19147,0.822559,-49116.17,-48854.797,-49067.348,395.349,0,745.8376,0.12475598,-49116.17,-49125.566,411.54755,0,570.45874,0.9298955,-49116.17,-49023.1,392.42188,0,598.12177,0.86658734,-49116.17,-49053.41,397.41342,0,569.20636,0.9319713,-49116.17,-49021.734
13802,0,249.23552738643326,104.217,2,304.29303,0.8052319,-48713.047,-48463.816,-48668.54,101.710945,2,337.231,0.63963515,-48713.047,-48698.758,104.96671,2,277.2901,0.89207375,-48713.047,-48639.65,101.32136,2,290.93054,0.85348433,-48713.047,-48654.47,100.471146,2,299.2252,0.8248399,-48713.047,-48663.27
13803,0,191.51798805028199,84.50941,2,232.16837,0.73608613,-37421.234,-37229.715,-37391.824,79.48251,3,211.65675,0.8252015,-37421.234,-37371.34,70.33757,3,244.1759,0.67207754,-37421.234,-37402.453,80.431305,3,217.60092,0.8021118,-37421.234,-37377.5,78.26831,3,226.36974,0.76396716,-37421.234,-37386.28
13809,0,185.96130176207825,235.45213,1,381.08603,0.7336267,-35579.707,-35393.758,-35550.89,247.8362,1,376.21872,0.757435,-35579.707,-35546.266,233.86604,1,400.55038,0.62511855,-35579.707,-35567.32,252.75699,1,371.76978,0.7778779,-35579.707,-35541.902,230.61192,1,377.91016,0.7493499,-35579.707,-35547.887
13826,0,187.60473613447417,188.45677,1,335.1641,0.73509413,-37523.926,-37336.33,-37494.78,201.26234,1,443.9097,0.14411874,-37523.926,-37533.883,191.34926,1,359.89362,0.5948894,-37523.926,-37515.047,188.76538,1,321.54242,0.7975634,-37523.926,-37481.438,190.1854,1,333.69147,0.74242955,-37523.926,-37493.395
13827,0,170.76965862390074,452.25156,0,577.1093,0.69113815,-35008.875,-34838.137,-34987.42,463.48557,0,531.53503,0.87935334,-35008.875,-34941.5,447.97165,0,605.28937,0.51857543,-35008.875,-35007.39,481.1233,0,571.22797,0.72268665,-35008.875,-34982.19,458.31323,0,537.9113,0.8607083,-35008.875,-34948.418
13834,0,168.6471358970438,997.95374,0,1180.3903,0.7916928,-38335.496,-38166.902,-38295.348,1009.378,0,1097.8473,0.97080976,-38335.496,-38206.156,993.5994,0,1127.0471,0.9391902,-38335.496,-38237.79,999.9755,0,1161.1295,0.86314505,-38335.496,-38275.11,1030.298,0,1070.5415,0.9855296,-38335.496,-38177.28
13835,0,181.19627171139544,335.6094,1,472.22656,0.71623677,-41672.03,-41490.848,-41646.336,324.8071,1,465.52826,0.74996984,-41672.03,-41640.105,323.8669,1,486.61395,0.6351835,-41672.03,-41658.383,329.47815,1,456.51892,0.7909747,-41672.03,-41631.234,305.6023,1,462.47998,0.7644377,-41672.03,-41637.156
13840,0,204.60647645838282,57.71393,3,224.47072,0.7661071,-41950.777,-41746.17,-41915.344,59.221992,3,205.98814,0.84027326,-41950.777,-41896.383,64.56843,3,238.65915,0.694797,-41950.777,-41928.5,75.01008,3,215.20325,0.8059684,-41950.777,-41906.035,62.569084,3,221.48291,0.7795442,-41950.777,-41912.395
13866,0,251.60415739706147,51.401543,3,257.03973,0.81032014,-48667.12,-48415.523,-48621.25,55.58088,3,252.59767,0.82721466,-48667.12,-48616.62,52.643044,3,227.25548,0.9016337,-48667.12,-48589.227,59.08248,3,245.71722,0.85098594,-48667.12,-48609.316,53.3982,3,253.50818,0.8238458,-48667.12,-48617.58
13869,1,299.7899316428382,28.253054,3,266.33893,0.83645976,-38015.52,-37715.73,-37962.406,27.973064,3,127.112526,0.9945203,-38015.52,-37813.902,34.398724,3,209.80931,0.9561781,-38015.52,-37900.754,27.160908,3,288.15842,0.74490994,-38015.52,-37984.47,34.19438,3,272.89685,0.81210506,-38015.52,-37969.273
13871,0,237.13467248532461,82.311714,3,271.9436,0.79439425,-47960.473,-47723.34,-47918.633,89.67239,2,283.06268,0.7439078,-47960.473,-47929.562,85.87153,2,259.0303,0.843263,-47960.473,-47905.168,84.11663,3,259.3718,0.8420984,-47960.473,-47905.53,81.975464,3,267.89474,0.81083244,-47960.473,-47914.484
13877,0,390.30962091324716,177.44672,1,506.96567,0.88281405,-33418.582,-33028.305,-33349.824,166.14493,2,422.10553,0.9854299,-33418.582,-33258.203,194.29305,1,362.70862,0.99681777,-33418.582,-33197.137,181.12308,1,495.251,0.9107429,-33418.582,-33336.977,189.90652,1,506.83267,0.88316983,-33418.582,-33349.676
13887,0,239.630371208953,197.23462,1,384.9668,0.7927757,-48790.617,-48550.99,-48749.258,205.9296,1,414.22958,0.6432199,-48790.617,-48775.88,200.28069,1,368.43433,0.85403633,-48790.617,-48731.94,201.36845,1,372.71918,0.8397779,-48790.617,-48736.516,210.53017,1,385.9591,0.78856635,-48790.617,-48750.258
13889,0,370.8123369252167,20.54019,3,316.9882,0.8689891,-36293.957,-35923.15,-36230.117,18.629889,3,122.16807,0.9989837,-36293.957,-36025.945,17.680841,3,193.8228,0.9936647,-36293.957,-36098.57,20.67895,3,304.90973,0.9004944,-36293.957,-36216.92,24.506866,3,313.82892,0.8779622,-36293.957,-36226.684
13900,0,187.11766568882197,102.82201,2,248.83556,0.7333877,-34426.965,-34239.85,-34398.094,103.3149,2,212.99031,0.8734845,-34426.965,-34361.27,100.393005,2,272.9165,0.59700376,-34426.965,-34417.836,108.16097,2,236.54863,0.7904152,-34426.965,-34386.137,98.26093,2,242.95686,0.7618567,-34426.965,-34392.492
13906,0,188.7766661226351,68.163925,3,218.16797,0.74003357,-39308.723,-39119.945,-39278.547,60.58989,3,269.2031,0.43452716,-39308.723,-39313.18,60.831074,3,235.0853,0.6484687,-39308.723,-39293.246,70.488594,3,205.21489,0.79871196,-39308.723,-39265.81,68.15488,3,213.9489,0.7603149,-39308.723,-39274.51
13910,0,313.7278473901993,157.49605,2,411.30862,0.84691954,-44957.754,-44644.035,-44901.504,153.18222,2,446.14758,0.69290125,-44957.754,-44935.87,162.27837,2,332.0945,0.9769713,-44957.754,-44815.473,163.11928,2,399.67346,0.8818563,-44957.754,-44888.92,160.38841,2,407.38705,0.85955924,-44957.754,-44897.293
13913,1,246.83129512190135,246.56686,1,442.42386,0.80202115,-39746.08,-39499.258,-39702.6,250.11531,1,380.58466,0.9522391,-39746.08,-39635.57,238.6639,1,405.13834,0.91373736,-39746.08,-39662.473,236.58745,1,463.74057,0.7003832,-39746.08,-39723.043,241.4051,1,445.29626,0.79001474,-39746.08,-39705.52
13918,1,206.70036190080552,27.89502,3,186.19969,0.7536193,-34844.184,-34637.484,-34811.344,29.973644,3,118.215385,0.9458013,-34844.184,-34738.664,27.38037,3,203.09799,0.66478026,-34844.184,-34826.45,24.458588,3,212.0993,0.6115362,-34844.184,-34833.37,20.68303,3,190.72812,0.73144203,-34844.184,-34815.62
13919,0,382.4036308139143,30.69,3,341.59082,0.8752701,-34287.406,-33905.004,-34221.27,30.28004,3,195.54279,0.9966734,-34287.406,-34066.53,32.65719,3,208.14397,0.9954097,-34287.406,-34079.355,31.035479,3,329.60126,0.9052787,-34287.406,-34208.15,35.45702,3,338.51245,0.88367164,-34287.406,-34217.918
13923,1,158.42101008492907,620.3501,0,749.13885,0.7034496,-28809.18,-28650.82,-28785.988,623.55273,0,873.8168,0.08257473,-28809.18,-28816.752,623.774,0,773.40076,0.55676955,-28809.18,-28804.336,576.31915,0,763.05975,0.62221634,-28809.18,-28797.332,623.9961,0,792.9575,0.42931908,-28809.18,-28813.84
13930,1,217.02665374150243,283.96616,1,465.21487,0.7863805,-36894.918,-36677.9,-36855.266,281.5451,1,527.8822,0.42153022,-36894.918,-36900.074,279.75873,1,444.43536,0.86292785,-36894.918,-36833.477,303.1633,1,495.43918,0.62771237,-36894.918,-36882.234,295.08035,1,471.30472,0.7587614,-36894.918,-36861.28
13935,0,211.0148626399667,370.0193,0,536.16425,0.7667811,-45234.496,-45023.492,-45199.15,385.63965,0,645.72174,0.16238265,-45234.496,-45244.8,363.48184,0,524.4958,0.81626695,-45234.496,-45187.344,381.59583,0,525.1996,0.81354547,-45234.496,-45188.07,374.33884,0,500.64185,0.89153546,-45234.496,-45161.734
13936,0,176.19631229104576,113.588455,2,248.38657,0.7109044,-40098.35,-39922.164,-40073.438,96.529305,2,295.33585,0.42418778,-40098.35,-40103.4,103.86754,2,276.239,0.5460777,-40098.35,-40094.42,100.174576,2,230.98883,0.79349476,-40098.35,-40056.734,107.49307,2,241.86115,0.74407345,-40098.35,-40067.414
13949,0,199.35415308634285,32.331745,3,188.42021,0.7499571,-40190.258,-39990.906,-40158.125,40.12169,3,189.79875,0.7432881,-40190.258,-40159.434,37.12309,3,212.41449,0.6185561,-40190.258,-40178.598,36.741882,3,176.09386,0.80442667,-40190.258,-40145.875,37.140594,3,185.4353,0.76402426,-40190.258,-40155.242
13953,0,189.55111091026384,77.463905,3,224.20226,0.73437524,-37412.93,-37223.383,-37383.84,82.071526,3,225.27917,0.7289501,-37412.93,-37384.836,74.5053,3,248.16132,0.5991897,-37412.93,-37403.547,84.485985,3,212.36858,0.7892649,-37412.93,-37372.32,78.114395,3,220.11942,0.7543008,-37412.93,-37379.97
13964,1,180.9614149304836,851.9203,0,993.28516,0.7314188,-31297.566,-31116.666,-31269.766,827.17944,0,559.21014,0.99999565,-31297.566,-30825.477,832.3979,0,972.8978,0.82330424,-31297.566,-31249.477,827.71924,0,1012.7666,0.6198034,-31297.566,-31286.078,836.67554,0,1034.6226,0.47812235,-31297.566,-31299.156
13983,0,163.14585196315232,570.9876,0,698.8047,0.69930893,-35131.957,-34968.85,-35109.28,543.14996,0,538.2377,0.99338937,-35131.957,-34940.242,563.18243,0,715.45996,0.6012388,-35131.957,-35122.477,570.4771,0,684.0235,0.77356136,-35131.957,-35095.44,547.89856,0,645.88556,0.90204513,-35131.957,-35054.97
14020,0,161.84931256567657,709.6427,0,835.3437,0.6952047,-36616.938,-36455.133,-36594.984,709.56946,0,576.2411,0.99948066,-36616.938,-36326.406,711.785,0,857.56146,0.5607977,-36616.938,-36611.688,729.76544,0,826.06726,0.74394596,-36616.938,-36586.543,733.5308,0,770.021,0.92605674,-36616.938,-36527.207
14029,0,174.64224791159762,160.58371,2,303.63284,0.7281536,-36091.94,-35917.312,-36064.062,166.63425,2,276.2001,0.8442987,-36091.94,-36036.453,166.5019,2,336.1333,0.5371913,-36091.94,-36088.836,176.08897,1,293.92123,0.774706,-36091.94,-36054.754,175.2051,1,305.71014,0.71748084,-36091.94,-36065.957
14065,0,245.92969344131095,19.725697,3,210.11328,0.794944,-48198.555,-47952.625,-48156.523,17.78701,3,103.68269,0.9833405,-48198.555,-48041.914,17.873465,3,194.00699,0.8541342,-48198.555,-48139.64,19.932789,3,197.2967,0.8433226,-48198.555,-48143.164,17.042315,3,205.63524,0.8130001,-48198.555,-48151.934
14066,0,259.2529685476917,195.1121,1,399.64987,0.8098553,-48972.2,-48712.95,-48926.582,209.72424,1,513.26416,0.18612698,-48972.2,-48982.86,203.51015,1,371.5225,0.8977258,-48972.2,-48896.375,206.2951,1,388.8307,0.8490677,-48972.2,-48915.188,203.26141,1,399.45117,0.81065404,-48972.2,-48926.37
14075,1,243.55640842372995,41.708385,3,229.69344,0.79260933,-39771.688,-39528.137,-39730.285,37.95576,3,174.01218,0.9409167,-39771.688,-39670.15,35.35705,3,210.72571,0.8614206,-39771.688,-39710.35,41.331352,3,253.98155,0.67205423,-39771.688,-39752.906,40.32997,3,235.3309,0.7678385,-39771.688,-39735.91
14086,1,200.8663711745567,138.54282,2,304.68793,0.7660865,-34308.52,-34107.66,-34273.22,139.93066,2,304.95926,0.7648402,-34308.52,-34273.49,143.786,2,314.41113,0.7183224,-34308.52,-34282.406,144.737,2,332.72086,0.61414516,-34308.52,-34297.438,144.16672,2,312.97363,0.72574735,-34308.52,-34281.09
14108,1,268.66372764512937,31.55536,3,239.75339,0.8127987,-39658.645,-39389.98,-39612.16,22.956703,3,118.57225,0.98977536,-39658.645,-39482.1,26.434868,3,202.19385,0.9191949,-39658.645,-39571.555,30.238844,3,262.69028,0.70674485,-39658.645,-39634.438,29.27283,3,245.108,0.79097736,-39658.645,-39617.65
14119,1,230.4974128337044,188.61461,1,370.08398,0.7859724,-38938.383,-38707.895,-38898.7,182.8708,1,314.63544,0.93862057,-38938.383,-38838.953,186.68985,1,355.43805,0.8426135,-38938.383,-38883.5,188.4076,1,394.72516,0.6606574,-38938.383,-38921.31,193.87123,1,375.0236,0.76377505,-38938.383,-38903.598
14140,1,263.5743780028896,116.57954,2,328.2461,0.8162637,-39913.58,-39650.008,-39866.273,115.11872,2,263.655,0.95894027,-39913.58,-39796.06,116.83771,2,288.64178,0.9247837,-39913.58,-39823.355,117.896126,2,351.5422,0.70931673,-39913.58,-39888.996,115.19212,2,334.56332,0.79065484,-39913.58,-39872.75
14142,1,225.83042113774314,200.57664,1,378.5547,0.7818825,-37792.246,-37566.426,-37753.523,203.06168,1,354.06573,0.8707346,-37792.246,-37727.79,193.82884,1,362.2647,0.8450522,-37792.246,-37736.625,212.51309,1,407.02017,0.63256145,-37792.246,-37778.92,201.58722,1,382.67834,0.7632517,-37792.246,-37757.586
