,s,eta_consumer,C0-P0_estimated_cost,C0-P0_risk_group,C0-P0_price,C0-P0_coverage,C0-P0_ce_outside,ce_no_insurance,C0-P0_welfare,C0-PA_estimated_cost,C0-PA_risk_group,C0-PA_price,C0-PA_coverage,C0-PA_ce_outside,C0-PA_welfare,C0-POB_estimated_cost,C0-POB_risk_group,C0-POB_price,C0-POB_coverage,C0-POB_ce_outside,C0-POB_welfare,C0-PDP_estimated_cost,C0-PDP_risk_group,C0-PDP_price,C0-PDP_coverage,C0-PDP_ce_outside,C0-PDP_welfare,C0-PAF_estimated_cost,C0-PAF_risk_group,C0-PAF_price,C0-PAF_coverage,C0-PAF_ce_outside,C0-PAF_welfare
4163,1,171.7810467391435,82.54323,3,226.75089,0.7299694,-32703.627,-32531.852,-32675.377,98.539505,2,298.637,0.29866084,-32703.627,-32713.54,99.47298,2,272.0367,0.457785,-32703.627,-32706.64,93.39585,2,515.5282,0.0015714293,-32703.627,-32704.021,91.75526,2,236.48967,0.67794305,-32703.627,-32683.992
4166,0,191.6382507773312,115.83187,2,270.74265,0.7486499,-38425.34,-38233.715,-38393.547,118.14176,2,242.01408,0.86164373,-38425.34,-38363.992,116.60701,2,288.42117,0.65414906,-38425.34,-38409.12,118.52201,2,257.9189,0.8054537,-38425.34,-38380.805,124.05604,2,268.0993,0.761225,-38425.34,-38390.996
4179,1,251.31881366270608,66.07869,3,259.87698,0.79899013,-39708.38,-39457.066,-39665.457,59.31907,3,230.42632,0.89432347,-39708.38,-39633.996,64.27238,3,238.37605,0.8734449,-39708.38,-39642.676,72.98566,3,285.64185,0.6722536,-39708.38,-39689.586,63.481308,3,265.23816,0.775982,-39708.38,-39670.85
4185,0,213.2594122315263,822.54724,0,991.3704,0.77263254,-46899.383,-46686.152,-46863.13,821.58997,0,780.69525,0.9987704,-46899.383,-46642.094,822.22687,0,963.17175,0.8762942,-46899.383,-46833.547,818.961,0,975.62274,0.8366461,-46899.383,-46846.945,839.82227,0,906.1495,0.9689801,-46899.383,-46771.332
4199,0,186.07794515389426,699.69476,0,843.07684,0.73274726,-37045.516,-36859.465,-37017.21,706.0664,0,932.8327,0.20805508,-37045.516,-37056.152,673.94116,0,821.3732,0.8284355,-37045.516,-36995.543,694.72473,0,827.3633,0.80506194,-37045.516,-37001.773,705.5794,0,776.0017,0.94032246,-37045.516,-36946.125
4208,1,320.0168351377193,32.35204,3,291.67258,0.850027,-36036.246,-35716.23,-35978.94,38.53985,3,143.00092,0.9961249,-36036.246,-35821.0,36.249756,3,211.57936,0.9779412,-36036.246,-35891.992,32.825363,3,313.13858,0.76543385,-36036.246,-36001.08,30.808992,3,296.95557,0.83187854,-36036.246,-35984.56
4226,0,246.37718191641704,132.10104,2,334.46295,0.80755687,-48743.766,-48497.387,-48698.68,147.43457,2,378.98032,0.5721493,-48743.766,-48737.297,143.44736,2,314.0873,0.87624216,-48743.766,-48676.996,146.8157,2,324.38785,0.8446065,-48743.766,-48688.11,136.77187,2,330.929,0.8212876,-48743.766,-48695.01
4245,0,168.82967921637396,698.3078,0,855.8398,0.75668323,-38003.707,-37834.918,-37970.82,725.31866,0,745.59033,0.98213184,-38003.707,-37852.742,716.5232,0,862.0924,0.7254143,-38003.707,-37976.71,695.2678,0,840.9282,0.82103235,-38003.707,-37955.785,738.70557,0,788.3313,0.94755733,-38003.707,-37898.566
4254,0,192.8003404868975,241.1065,1,384.28906,0.7288676,-38534.785,-38341.992,-38506.812,217.6353,1,465.6994,0.24778599,-38534.785,-38545.45,233.34363,1,400.05084,0.64168227,-38534.785,-38520.277,233.91797,1,368.67453,0.80074173,-38534.785,-38491.56,218.39235,1,376.61273,0.76611906,-38534.785,-38499.508
4259,0,207.6412977282273,334.91733,1,492.6211,0.75405574,-45188.293,-44980.664,-45155.543,324.25296,1,513.5203,0.6413925,-45188.293,-45173.84,343.82712,0,505.70093,0.6863773,-45188.293,-45167.457,337.7921,1,479.6259,0.810839,-45188.293,-45142.535,326.26318,1,488.6897,0.77238786,-45188.293,-45151.71
4263,1,264.3159654482382,80.62388,3,280.80078,0.8054959,-39805.945,-39541.637,-39761.414,66.70553,3,231.8188,0.93572754,-39805.945,-39708.38,76.35055,3,249.92584,0.9014633,-39805.945,-39728.277,77.397606,3,303.64154,0.69723487,-39805.945,-39783.33,70.0422,3,284.65244,0.7895046,-39805.945,-39765.344
4269,0,236.95974803099563,169.94116,2,357.19293,0.7921295,-48584.324,-48347.367,-48543.094,174.16566,1,459.71762,0.21433292,-48584.324,-48595.14,170.6318,2,340.08252,0.8553616,-48584.324,-48525.168,173.80486,2,344.9134,0.83933157,-48584.324,-48530.332,164.91812,2,351.71857,0.81432754,-48584.324,-48537.484
4277,0,176.70667877412956,216.74413,1,361.2014,0.7311692,-37504.45,-37327.754,-37476.055,209.29314,1,276.35275,0.9601863,-37504.45,-37385.69,225.6619,1,392.70514,0.5471139,-37504.45,-37500.438,224.09816,1,349.28308,0.7870905,-37504.45,-37464.496,227.40842,1,362.1385,0.7264002,-37504.45,-37476.918
4282,0,168.5395716577362,543.68146,0,674.7983,0.70646304,-36458.605,-36290.1,-36434.742,529.19165,0,559.40967,0.97960585,-36458.605,-36312.47,553.41486,0,706.1197,0.5160334,-36458.605,-36457.336,538.7366,0,658.98254,0.7840495,-36458.605,-36419.71,536.5693,0,625.4162,0.8966674,-36458.605,-36384.027
4283,0,175.67269783272639,567.04175,0,707.70306,0.72611505,-40560.164,-40384.51,-40532.895,565.68494,0,714.79694,0.68793064,-40560.164,-40539.227,571.3146,0,723.2363,0.63908565,-40560.164,-40546.1,550.38806,0,689.35986,0.81009185,-40560.164,-40514.9,579.9771,0,656.26624,0.9096052,-40560.164,-40479.234
4285,0,161.27024900619185,1368.6788,0,1526.703,0.76240814,-35971.17,-35810.0,-35937.816,1317.3898,0,700.3711,1.0,-35971.17,-35101.098,1356.4984,0,1474.0701,0.92868215,-35971.17,-35881.664,1365.2256,0,1470.7474,0.93430907,-35971.17,-35878.023,1338.4711,0,1369.7797,0.99520993,-35971.17,-35771.45
4325,1,238.6383017887438,148.24976,2,330.65805,0.78682685,-39630.85,-39392.22,-39590.92,147.70653,2,323.67856,0.8153877,-39630.85,-39583.78,141.58067,2,312.3023,0.85543126,-39630.85,-39571.74,139.7317,2,353.06378,0.674702,-39630.85,-39611.727,138.85252,2,335.54822,0.76497084,-39630.85,-39595.773
4337,0,198.84317958194507,185.95009,1,333.98657,0.7373597,-39423.88,-39225.04,-39394.297,184.7686,1,449.77628,0.1245224,-39423.88,-39433.3,179.7594,1,348.8108,0.6572059,-39423.88,-39407.258,181.96014,1,319.34824,0.80356264,-39423.88,-39379.883,168.73363,2,325.0867,0.779208,-39423.88,-39385.688
4342,0,159.50143637279893,1513.1328,0,1664.3281,0.7526284,-36106.645,-35947.24,-36075.344,1526.9077,0,1072.6057,0.99999994,-36106.645,-35473.336,1536.7312,0,1646.4181,0.8308068,-36106.645,-36057.21,1575.3362,0,1586.2974,0.96070063,-36106.645,-35991.73,1509.1411,0,1488.6738,0.9969733,-36106.645,-35890.062
4353,1,259.2821560580436,29.515192,3,235.08595,0.81037265,-39825.68,-39566.4,-39779.832,31.947718,3,128.16794,0.9851037,-39825.68,-39664.613,35.286373,3,210.65813,0.8888439,-39825.68,-39753.67,28.456861,3,258.21304,0.7024492,-39825.68,-39802.188,28.767061,3,240.73416,0.7871069,-39825.68,-39785.59
4375,0,173.99031992936463,671.2405,0,804.5145,0.71124333,-43343.06,-43169.098,-43318.39,628.5538,0,721.83923,0.95467013,-43343.06,-43231.035,642.73785,0,791.535,0.7752923,-43343.06,-43306.113,671.97296,0,789.94055,0.7824385,-43343.06,-43304.523,635.15186,0,739.9399,0.92943,-43343.06,-43250.812
4378,1,183.3259529555146,211.91313,1,340.14835,0.6971962,-35001.457,-34818.14,-34978.89,204.87286,1,330.2055,0.74837077,-35001.457,-34969.793,193.59052,1,362.0368,0.5671167,-35001.457,-34995.516,218.45885,1,645.636,0.00085175637,-35001.457,-35001.69,197.93813,1,340.72632,0.69404376,-35001.457,-34979.395
4396,0,178.07869490208094,664.351,0,805.51575,0.7275371,-42007.207,-41829.156,-41979.74,641.39954,0,547.80115,0.99953,-42007.207,-41711.875,681.06085,0,828.18146,0.5969275,-42007.207,-41998.2,657.19324,0,789.25385,0.8029929,-42007.207,-41963.83,674.05347,0,742.9728,0.93132687,-42007.207,-41913.79
4399,0,248.45012500211948,122.096245,2,319.6742,0.8028362,-48844.395,-48595.95,-48800.504,135.14128,2,300.72095,0.86881787,-48844.395,-48780.43,128.03046,2,299.34485,0.8727888,-48844.395,-48778.938,127.480705,2,307.81235,0.8466457,-48844.395,-48788.066,128.32959,2,316.45142,0.81559265,-48844.395,-48797.184
4412,0,223.07132244806456,82.196724,3,253.98543,0.77301335,-45583.52,-45360.45,-45546.6,76.88222,3,284.6099,0.6082054,-45583.52,-45573.098,78.58279,3,252.06042,0.7815502,-45583.52,-45544.688,78.1614,3,239.97739,0.82984483,-45583.52,-45532.266,71.1869,3,247.56163,0.8006067,-45583.52,-45540.145
4413,0,302.28554174841724,132.40218,2,374.17966,0.83915967,-45560.676,-45258.4,-45506.805,132.54921,2,328.43472,0.9441449,-45560.676,-45456.88,137.13475,2,308.05087,0.96614003,-45560.676,-45434.766,135.79778,2,362.18686,0.8765577,-45560.676,-45493.89,132.46753,2,369.897,0.8534695,-45560.676,-45502.227
4432,0,172.859061728157,273.60486,1,408.77365,0.71315247,-36194.086,-36021.242,-36168.918,259.05655,1,393.8374,0.78515273,-36194.086,-36154.65,256.9862,1,422.6591,0.6347593,-36194.086,-36180.496,272.5778,1,394.43115,0.7825591,-36194.086,-36155.246,261.5269,1,403.49454,0.74018705,-36194.086,-36164.055
4446,0,166.43479891877166,449.3839,0,608.1094,0.75720596,-35052.64,-34886.24,-35019.477,448.8174,0,580.83075,0.8635579,-35052.64,-34991.258,469.25623,0,625.64276,0.66425407,-35052.64,-35035.195,469.2787,0,599.0948,0.79762805,-35052.64,-35010.508,481.56882,0,568.22943,0.89771265,-35052.64,-34977.516
4455,0,206.49173198832582,435.97598,0,603.8281,0.7695776,-44625.215,-44418.734,-44589.332,442.96848,0,606.6887,0.75617754,-44625.215,-44592.125,445.97873,0,603.3836,0.77158797,-44625.215,-44588.9,460.4312,0,595.7776,0.8043627,-44625.215,-44581.242,446.60278,0,562.7986,0.9060092,-44625.215,-44545.812
4461,1,270.5823122799297,23.431055,3,233.95287,0.8148335,-39761.535,-39490.953,-39714.5,21.942379,3,121.873634,0.987293,-39761.535,-39593.895,24.227844,3,200.08337,0.9129508,-39761.535,-39677.918,24.33005,3,257.2873,0.7074416,-39761.535,-39737.21,22.705723,3,239.5766,0.79206693,-39761.535,-39720.273
4462,0,170.86130420349693,466.78452,0,591.5498,0.6908142,-36372.57,-36201.73,-36351.156,456.3851,0,761.1801,0.026498303,-36372.57,-36376.242,440.8744,0,598.50256,0.65108776,-36372.57,-36356.91,457.91333,0,574.4911,0.7766256,-36372.57,-36335.246,454.95407,0,549.3018,0.86972713,-36372.57,-36308.867
4474,1,263.9214306782702,62.58757,3,272.4453,0.8144337,-39691.707,-39427.785,-39644.83,75.7632,3,258.05725,0.86393654,-39691.707,-39629.55,68.41252,3,242.33508,0.9048169,-39691.707,-39612.387,76.69569,3,298.88577,0.6899327,-39691.707,-39670.24,69.71635,3,279.49142,0.7855182,-39691.707,-39652.027
4476,1,174.92310753264508,113.57171,2,249.40189,0.71367204,-30514.746,-30339.828,-30489.412,110.63707,2,232.83336,0.7923587,-30514.746,-30473.488,108.414406,2,280.58698,0.52771956,-30514.746,-30512.469,107.46432,2,548.13434,0.0011066034,-30514.746,-30515.037,113.62265,2,256.9317,0.6725238,-30514.746,-30495.938
4477,0,186.67078967727358,126.68584,2,272.06494,0.73234385,-35470.547,-35283.883,-35441.88,119.39371,2,229.7167,0.8903328,-35470.547,-35397.992,120.79882,2,292.4296,0.6184757,-35470.547,-35458.93,122.091896,2,257.27438,0.8000316,-35470.547,-35427.4,117.495636,2,265.01746,0.7663193,-35470.547,-35435.15
4478,0,189.12635243998838,321.69907,1,450.81094,0.69975114,-39533.375,-39344.26,-39510.43,291.89536,1,559.5723,0.12311172,-39533.375,-39542.727,301.91513,1,465.6225,0.6139497,-39533.375,-39522.336,305.30994,1,432.15793,0.79038495,-39533.375,-39492.715,308.19156,1,444.95157,0.73053455,-39533.375,-39505.14
4480,1,211.69299924148348,77.281166,3,244.55885,0.76714706,-36670.25,-36458.56,-36634.645,72.43767,3,310.96695,0.37421843,-36670.25,-36677.73,84.48586,3,257.70526,0.7015706,-36670.25,-36646.91,90.3694,2,274.9024,0.6017891,-36670.25,-36660.58,80.88407,3,251.4772,0.73392934,-36670.25,-36641.26
4483,0,320.6551008695046,83.78615,3,333.38983,0.8441312,-42678.598,-42357.945,-42623.156,73.17354,3,232.00072,0.9865099,-42678.598,-42513.785,74.606964,3,248.25853,0.9796716,-42678.598,-42530.855,74.3143,3,319.58145,0.8853631,-42678.598,-42608.227,69.86423,3,327.5451,0.86288834,-42678.598,-42616.883
4489,0,239.38505490769532,42.925106,3,228.52428,0.7897345,-47915.996,-47676.613,-47875.234,41.98699,3,190.59013,0.9084579,-47915.996,-47834.645,41.817863,3,216.90387,0.8349398,-47915.996,-47863.2,41.094685,3,215.22926,0.8407712,-47915.996,-47861.42,44.06259,3,224.77812,0.80522835,-47915.996,-47871.42
4494,0,216.00682945043675,321.40863,1,477.8517,0.7519005,-46908.883,-46692.887,-46876.543,307.674,1,654.3476,0.030858265,-46908.883,-46913.0,307.38446,1,470.85254,0.78399605,-46908.883,-46869.67,302.25458,1,459.93704,0.8278196,-46908.883,-46858.445,299.70126,1,470.9207,0.7837114,-46908.883,-46869.734
4511,0,189.68660777675686,153.51006,2,299.98834,0.7345579,-35498.88,-35309.2,-35469.83,157.67883,2,336.16357,0.52175266,-35498.88,-35497.117,151.17867,2,321.4804,0.61417794,-35498.88,-35487.79,154.82463,2,286.6504,0.7958899,-35498.88,-35456.785,142.67642,2,292.56818,0.7700739,-35498.88,-35462.707
4518,0,186.36869154619058,255.10393,1,397.26566,0.727075,-37584.375,-37398.02,-37556.75,246.95694,1,406.53973,0.6771655,-37584.375,-37564.926,255.01022,1,420.76956,0.59239167,-37584.375,-37575.79,248.19865,1,381.6784,0.79924726,-37584.375,-37541.547,257.7919,1,396.0399,0.73329985,-37584.375,-37555.613
4544,0,172.82322335914236,2148.5728,0,3222.8591,3.9642893e-13,-36433.01,-36260.293,-36433.01,2118.4346,0,1749.8932,0.999992,-36433.01,-35888.652,2183.5955,0,2264.9836,0.10286155,-36433.01,-36430.004,2180.3374,0,2242.0227,0.1763897,-36433.01,-36423.797,2207.519,0,2727.9639,3.6039776e-07,-36433.01,-36433.01
4547,1,181.67610077358108,253.60878,1,390.11646,0.71660864,-29071.123,-28889.46,-29045.422,246.14175,1,625.9064,0.005529914,-29071.123,-29072.229,244.90436,1,411.1058,0.5950519,-29071.123,-29062.271,249.45355,1,686.2349,0.0011510376,-29071.123,-29071.424,242.4795,1,391.50186,0.709278,-29071.123,-29046.666
4561,0,317.191382967938,117.62075,2,375.85992,0.84947026,-43499.164,-43181.977,-43442.062,129.29514,2,372.59198,0.85990393,-43499.164,-43438.55,122.94219,2,294.4792,0.97858334,-43499.164,-43353.742,127.5109,2,364.9076,0.8820724,-43499.164,-43430.207,122.91573,2,372.3648,0.86061573,-43499.164,-43438.305
4573,0,196.43286428774746,68.89234,3,224.58594,0.7496044,-38379.434,-38183.004,-38347.414,67.07983,3,205.28119,0.830845,-38379.434,-38327.9,75.893684,3,249.48895,0.6124299,-38379.434,-38368.523,73.36267,3,212.23872,0.8042725,-38379.434,-38335.14,65.72445,3,219.65909,0.7725846,-38379.434,-38342.62
4576,1,205.7155617383017,207.90582,1,378.77002,0.7728702,-36805.54,-36599.836,-36768.836,217.75325,1,413.495,0.5815953,-36805.54,-36798.113,209.16655,1,376.93146,0.7810649,-36805.54,-36767.008,203.46576,1,402.9822,0.6457713,-36805.54,-36790.504,204.85455,1,382.0756,0.7575666,-36805.54,-36772.062
4578,1,170.46220189408862,205.35948,1,344.1484,0.7207717,-29507.254,-29336.812,-29480.781,217.4122,1,403.02036,0.3606841,-29507.254,-29515.242,214.50111,1,382.03262,0.49251756,-29507.254,-29507.824,221.78459,1,639.98517,0.0012005526,-29507.254,-29507.564,209.71515,1,349.43787,0.69247323,-29507.254,-29485.488
4590,0,304.06523736880234,48.41918,3,284.87772,0.8351978,-46063.004,-45758.945,-46010.22,49.083233,3,220.60176,0.96342224,-46063.004,-45940.19,47.72548,3,222.55305,0.9616205,-46063.004,-45942.293,44.996567,3,271.86673,0.876182,-46063.004,-45996.23,42.875786,3,280.19833,0.85105765,-46063.004,-46005.234
4604,0,220.7239203618166,404.9389,0,585.0781,0.7850507,-47023.227,-46802.51,-46983.867,396.72238,0,648.85266,0.4127174,-47023.227,-47028.855,402.19562,0,561.5159,0.8702698,-47023.227,-46959.1,414.46255,0,573.64844,0.8306393,-47023.227,-46972.098,401.6932,0,544.87897,0.91156316,-47023.227,-46940.883
4607,1,215.99469817168745,116.84885,2,280.6973,0.7624615,-37690.223,-37474.234,-37655.637,112.281845,2,301.63748,0.65204626,-37690.223,-37674.297,114.6054,2,286.50714,0.73439705,-37690.223,-37661.17,118.80911,2,307.6733,0.6160817,-37690.223,-37678.895,110.67515,2,286.3375,0.73522574,-37690.223,-37661.02
4618,0,180.20163814214433,185.60994,1,334.71094,0.7391094,-41539.137,-41358.938,-41509.21,190.36282,1,334.2448,0.7414223,-41539.137,-41508.77,198.45673,1,366.69012,0.554536,-41539.137,-41534.414,195.00198,1,323.37534,0.79130954,-41539.137,-41498.125,195.9245,1,335.4938,0.73521656,-41539.137,-41509.94
4622,1,177.5605933435471,196.60579,1,347.02512,0.7418976,-35016.938,-34839.395,-34986.543,216.72144,1,495.80777,0.058165442,-35016.938,-35023.21,206.11581,1,374.01416,0.58915645,-35016.938,-35008.703,207.01547,1,379.13483,0.5568618,-35016.938,-35012.004,211.57767,1,354.6332,0.7026283,-35016.938,-34993.5
4635,1,219.19164568212582,149.94928,2,333.25418,0.7880209,-36763.516,-36544.33,-36723.34,157.17194,2,309.4251,0.8728188,-36763.516,-36698.215,153.07376,2,323.2926,0.82768524,-36763.516,-36713.07,160.04855,2,360.66562,0.6473122,-36763.516,-36748.258,155.52278,2,341.21545,0.7517638,-36763.516,-36731.176
4640,0,194.6281954477176,152.06834,2,306.06653,0.74725944,-41184.98,-40990.36,-41153.47,142.29007,2,389.45264,0.25720644,-41184.98,-41195.58,142.9461,2,313.60797,0.7089363,-41184.98,-41160.434,147.54752,2,291.49188,0.81130344,-41184.98,-41138.94,154.47942,2,301.96622,0.7666218,-41184.98,-41149.508
4641,0,176.5256516797848,1080.218,0,1218.202,0.72507524,-37418.78,-37242.3,-37392.12,1065.7415,0,1318.7338,0.15653655,-37418.78,-37428.76,1070.1904,0,1200.2875,0.8086782,-37418.78,-37374.57,1063.9093,0,1192.9932,0.83667344,-37418.78,-37366.938,1068.6222,0,1103.058,0.9820145,-37418.78,-37269.61
4643,1,195.61231468985721,71.56598,3,231.18175,0.75610185,-32089.992,-31894.383,-32056.71,74.23116,3,218.6499,0.81050277,-32089.992,-32044.16,74.7776,3,248.4217,0.66562945,-32089.992,-32072.168,75.66717,3,259.406,0.6001589,-32089.992,-32080.514,71.18937,3,237.27315,0.7261171,-32089.992,-32062.45
4666,1,170.9056735946167,147.46443,2,285.3056,0.718387,-28348.715,-28177.822,-28322.613,140.86224,2,250.00125,0.8635951,-28348.715,-28286.848,151.87704,2,322.14822,0.49672106,-28348.715,-28348.969,149.19414,2,584.30975,0.0011048429,-28348.715,-28349.006,144.20653,2,291.892,0.68284273,-28348.715,-28328.402
4673,0,173.0664189911479,361.07968,0,496.88287,0.71492994,-38993.0,-38819.953,-38967.566,376.83612,0,528.94995,0.52269876,-38993.0,-38991.164,349.95157,0,511.55743,0.6318712,-38993.0,-38979.793,374.23383,0,486.26843,0.7673757,-38993.0,-38957.555,368.19446,0,464.4453,0.8528507,-38993.0,-38934.984
4675,0,220.01267904894715,464.18283,0,632.8161,0.77058923,-47067.68,-46847.68,-47031.574,455.71515,0,686.03485,0.4588876,-47067.68,-47070.6,446.72067,0,604.09314,0.8758604,-47067.68,-47001.492,463.29337,0,618.9893,0.82761765,-47067.68,-47017.47,441.77756,0,586.89124,0.9166728,-47067.68,-46982.645
4679,0,200.02579990679817,87.51504,2,244.47949,0.75169843,-40246.62,-40046.598,-40214.188,89.9935,2,346.59067,0.18010736,-40246.62,-40257.242,92.31005,2,265.18713,0.640204,-40246.62,-40232.254,91.66021,2,232.05058,0.80637294,-40246.62,-40201.8,92.80359,2,241.13406,0.76736814,-40246.62,-40210.94
4683,1,187.44661265400404,345.12024,0,479.03528,0.7118611,-29977.432,-29790.004,-29952.602,339.71646,0,475.60385,0.72974765,-29977.432,-29949.475,345.8366,0,507.6225,0.540688,-29977.432,-29974.031,341.5257,0,782.35834,0.0009143854,-29977.432,-29977.676,329.96368,1,479.37802,0.7100383,-29977.432,-29952.908
4684,0,184.5303876111156,327.98694,1,477.5703,0.7414773,-34657.05,-34472.535,-34626.85,339.59604,0,498.58783,0.6247607,-34657.05,-34644.742,321.16446,1,484.02972,0.7081578,-34657.05,-34632.79,318.58224,1,461.6047,0.8124978,-34657.05,-34610.992,350.8385,0,448.5387,0.8586408,-34657.05,-34597.156
4708,0,174.76269821180998,655.45074,0,809.95306,0.75144553,-39312.95,-39138.223,-39281.04,643.6549,0,787.3041,0.8449613,-39312.95,-39257.938,631.5494,0,780.836,0.86575496,-39312.95,-39250.984,639.15515,0,792.18335,0.82758933,-39312.95,-39263.11,701.8924,0,748.29114,0.93764365,-39312.95,-39215.32
4722,0,276.2739124923681,96.32791,2,305.91638,0.8140978,-48226.574,-47950.305,-48179.758,88.17699,2,273.4324,0.9097257,-48226.574,-48144.703,95.87467,2,268.59583,0.91941226,-48226.574,-48139.383,90.814255,2,292.22253,0.86156785,-48226.574,-48165.227,87.39004,2,300.01215,0.83594614,-48226.574,-48173.562
4743,0,194.45628771435963,247.98119,1,411.7422,0.76291084,-41293.836,-41099.39,-41259.242,244.31973,1,758.5232,0.00040898615,-41293.836,-41293.957,266.439,1,431.69836,0.6580603,-41293.836,-41277.12,256.75504,1,400.28375,0.8121407,-41293.836,-41247.695,264.5686,1,413.86035,0.7529146,-41293.836,-41261.29
4765,0,242.14666131546952,272.3402,1,468.9766,0.80248886,-48698.477,-48456.34,-48654.812,282.95782,1,533.6627,0.4342021,-48698.477,-48702.938,289.0286,1,453.29968,0.85882026,-48698.477,-48638.285,279.34427,1,457.25717,0.84602934,-48698.477,-48642.523,283.43484,1,469.39737,0.80076945,-48698.477,-48655.242
4774,1,221.82524843456503,264.57886,1,447.73438,0.78836083,-38677.17,-38455.363,-38637.02,289.5004,1,412.04202,0.9034035,-38677.17,-38598.91,281.22415,1,445.83667,0.7964117,-38677.17,-38635.094,267.1574,1,472.93005,0.6603292,-38677.17,-38660.176,274.27225,1,453.51645,0.76240194,-38677.17,-38642.75
4781,1,172.8577453773673,68.24414,3,209.80888,0.72498447,-29373.91,-29201.053,-29346.566,66.14135,3,195.46864,0.79209775,-29373.91,-29332.676,60.062973,3,234.3508,0.5838927,-29373.91,-29366.215,71.12567,3,498.7838,0.001516885,-29373.91,-29374.291,68.38482,3,216.27405,0.6906736,-29373.91,-29352.324
4789,1,220.292115732553,26.387915,3,196.85574,0.7712071,-36623.492,-36403.207,-36586.97,21.922615,3,89.74706,0.9812461,-36623.492,-36471.918,22.794588,3,198.71283,0.76270837,-36623.492,-36588.785,24.318144,3,222.0029,0.6388191,-36623.492,-36609.3,29.152681,3,203.55159,0.73952144,-36623.492,-36593.42
4802,0,194.57949919306134,95.22361,2,249.72461,0.7478063,-39341.832,-39147.25,-39310.176,86.65965,2,319.695,0.329518,-39341.832,-39350.94,87.03956,2,260.14722,0.6941171,-39341.832,-39319.68,96.30634,2,236.52818,0.80620086,-39341.832,-39297.07,88.92755,2,243.57114,0.7763994,-39341.832,-39304.188
4806,0,243.78917021126108,101.40179,2,292.14948,0.79567367,-48280.684,-48036.9,-48238.547,107.71038,2,235.96883,0.9426828,-48280.684,-48177.797,101.98114,2,274.43515,0.85983366,-48280.684,-48219.918,96.86278,2,278.35358,0.8472763,-48280.684,-48224.13,100.9786,2,287.65527,0.81378746,-48280.684,-48233.93
4815,0,182.58163006741566,424.12183,0,566.39764,0.7288803,-34743.285,-34560.727,-34715.496,421.8359,0,584.3343,0.62803584,-34743.285,-34730.605,435.97495,0,593.8175,0.56903803,-34743.285,-34737.19,431.64273,0,554.27765,0.7863498,-34743.285,-34703.773,412.00323,0,526.64716,0.8827658,-34743.285,-34674.54
4826,0,324.00820454492737,94.04001,2,356.70752,0.85196495,-42704.234,-42380.234,-42646.305,105.00853,2,240.96562,0.99118555,-42704.234,-42522.117,101.27162,2,273.75665,0.97979236,-42704.234,-42556.336,97.98571,2,344.91495,0.88627213,-42704.234,-42633.523,98.560555,2,353.13846,0.8631631,-42704.234,-42642.46
4833,0,182.99271421470243,197.22377,1,343.52884,0.73443663,-37532.145,-37349.16,-37503.133,203.04193,1,343.4006,0.7350761,-37532.145,-37503.016,203.57262,1,371.5822,0.5732216,-37532.145,-37525.58,192.5585,1,328.678,0.80210423,-37532.145,-37488.543,213.58496,1,346.00662,0.72183686,-37532.145,-37505.414
4835,0,336.3440053501135,7.34303,3,275.43646,0.85471797,-42623.95,-42287.605,-42564.984,6.387604,3,126.943756,0.9962302,-42623.95,-42407.293,7.6537943,3,184.2344,0.9838661,-42623.95,-42466.35,12.06363,3,263.85852,0.8878769,-42623.95,-42552.426,8.831805,3,271.94037,0.86551774,-42623.95,-42561.21
4889,0,214.8311054973745,243.32219,1,408.24216,0.76439905,-45106.188,-44891.363,-45071.242,243.03662,1,551.6191,0.07454676,-45106.188,-45113.47,253.35211,1,419.184,0.7099632,-45106.188,-45081.504,247.28554,1,395.6956,0.8175261,-45106.188,-45058.566,241.2944,1,405.92023,0.7749833,-45106.188,-45068.96
4905,0,204.8134017414121,40.822124,3,197.27734,0.75056076,-41076.992,-40872.18,-41044.742,37.7267,3,169.74881,0.85897714,-41076.992,-41016.438,38.15386,3,213.40016,0.6656179,-41076.992,-41059.117,39.79153,3,183.6694,0.8100416,-41076.992,-41031.156,41.63005,3,193.31577,0.76909554,-41076.992,-41040.895
4907,0,219.22349791796145,83.2035,3,246.23749,0.7607817,-45573.113,-45353.89,-45538.8,77.75349,3,224.44287,0.8475644,-45573.113,-45516.414,70.770706,3,244.5901,0.7683655,-45573.113,-45537.2,71.53856,3,230.39275,0.82680404,-45573.113,-45522.723,67.34765,3,238.57481,0.794674,-45573.113,-45531.188
4917,0,174.91818180784986,229.56798,1,368.9922,0.72141194,-38866.473,-38691.566,-38839.824,231.8216,1,336.7671,0.8558138,-38866.473,-38807.277,228.46095,1,395.38177,0.56758416,-38866.473,-38860.484,245.27808,1,359.25674,0.7689305,-38866.473,-38830.58,228.65172,1,366.78094,0.73272705,-38866.473,-38837.79
4922,0,199.0653673358139,109.01158,2,269.4922,0.7572394,-41150.53,-40951.47,-41116.992,104.59599,2,404.4064,0.08856699,-41150.53,-41158.56,115.20853,2,287.08386,0.665087,-41150.53,-41132.77,109.76556,2,256.30713,0.8139757,-41150.53,-41103.746,103.278,2,263.56998,0.7841041,-41150.53,-41111.15
